backside,ひっぷ
heavy metal,へびーめたる
behemoth,べひーもす
heavy user,へびーゆーざー
snakeskin,へびがわ
dobsonfly (esp. species Protohermes grandis),へびとんぼ
heavy metal,へびめた
Hephaestus (Greek god) (gre: Hephaistos),へふぁいすとす
Pepsi (Cola),ぺぷし
pepsinogen,ぺぷしのーげん
pepsin,ぺぷしん
heptane,へぷたん
peptidase,ぺぷちだーぜ
peptide,ぺぷちど
peptide bond,ぺぷちどけつごう
peptide hormone,ぺぷちどほるもん
peptone,ぺぷとん
Hebrew,へぶらい
Hebrew,へぶらいご
Epistle to the Hebrews (book of the Bible),へぶらいじんへのてがみ
Hebraism,へぶらいずむ
peplum,ぺぷらむ
Hebrew,へぶる
heaven,へぶん
bevel gear,べべるぎや
peperomia,ぺぺろみあ
peperoncino,ぺぺろんちーの
marrow (any variety of Cucurbita pepo, inc. acorn squash, spaghetti squash, etc.),ぺぽかぼちゃ
Hepburn (James Curtis), after whom Hepburn romanization is named,へぼん
Hepburn system (of romaji),へぼんしき
hematite,へまたいと
hematoma,へまとーま
haematoma,へまとーま
hematocrit,へまとくりっと
hemicellulose,へみせるろーす
hemin (an iron-containing porphyrin),へみん
hem,へむ
heme,へむ
hemstitch,へむすてっち
hemoprotein,へむたんぱくしつ
haemoprotein,へむたんぱくしつ
hemoprotein,へむたんぱくしつ
haemoprotein,へむたんぱくしつ
hemline,へむらいん
hemlock,へむろっく
hemoglobin,へもぐろびん
haemoglobin,へもぐろびん
hemocyanin,へもしあにん
hemosiderin,へもじでりん
hair,へや
pair,ぺや
pair-oared boat,ぺや
pear,ぺや
pair,ぺや
hair,へやー
peyote,ぺよーて
Hera (Greek goddess),へら
wrasse (any fish of family Labridae),べら
pellagra,ぺらぐら
Hercules,へらくれす
Herakles,へらくれす
moose,へらじか
elk,へらじか
American paddlefish (Polyodon spathula),へらちょうざめ
belladonna,べらどんな
amaryllis belladonna,べらどんなりりー
belladonna lily,べらどんなりりー
vellum,べらむ
Belarus (Byelorussia, Belorussia),べらるーし
pelargonium,ぺらるごにうむ
herald,へらるど
balcony,べらんだ
verandah,べらんだ
helicopter,へり
very,べりー
berry,べりー
hairstyle with hair cut short to typical men's hair length (和製: very short),べりーしょーと
Belize,べりーず
bellydancer,べりーだんさー
belly dance,べりーだんす
belly roll,べりーろーる
helium (He),へりうむ
Helios,へりおす
helioscope,へりおすこーぷ
heliostat,へりおすたっと
heliox,へりおっくす
gas mixture of helium and oxygen,へりおっくす
often hypoxic gas mix used by divers,へりおっくす
medical gas used for its low density and easy breathing,へりおっくす
heliotrope,へりおとろーぷ
heliotropin,へりおとろぴん
heliometer,へりおめーたー
verification card,べりかーど
helical,へりかる
helical gear,へりかるぎあ
helical gear,へりかるぎや
helical scan,へりかるすきゃん
helical spring,へりかるすぷりんぐ
pelican,ぺりかん
helicoid,へりこいど
Helicobacter pylori,へりこばくたーぴろり
helicopter,へりこぷたー
Verisign,べりさいん
periscope,ぺりすこーぷ
helix,へりっくす
Peripatetic school (of philosophy),ぺりぱとすがくは
verify,べりふぁい
verifier,べりふぁいあ
peripheral,ぺりふぇらる
beriberi,べりべり
heliport,へりぽーと
volume,べりゅーむ
beryllium (Be),べりりうむ
beryllium copper,べりりうむどう
beryl,べりる
peril point,ぺりるぽいんと
herringbone,へりんぐぼーん
herringbone,へりんぐぼん
herringbone,へりんぼーん
herringbone,へりんぼん
hell,へる
Mr (ger: Herr),へる
bell,べる
bel,べる
B,べる
pel,ぺる
Bell Atlantic (Regional Bell Operating Company - US),べるあとらんてぃっく
Peru,ぺるー
beluga whale (Delphinapterus Leucas),べるーが
peroxisome,ぺるおきしそーむ
bell-shaped (e.g. curve),べるがた
pergamin (transparent, parchment-like paper),べるがみん
bergamot (Citrus aurantium ssp. bergamia) (ita: bergamotto),べるがもっと
bergamot orange,べるがもっと
bergamot (Monarda didyma),べるがもっと
bee balm,べるがもっと
Oswego tea,べるがもっと
bel canto,べるかんと
Belgium,べるぎー
mountain (ger: Berg),べるぐ
bergschrund (crevasse near the head of a glacier),べるくしゅるんと
Hercules,へるくれす
Herakles,へるくれす
Dynastes hercules (variety of rhinoceros beetle),へるくれす
Bell laboratories,べるけんきゅうしょ
Bellcore (Bell Research Labs),べるこあ
Versailles,べるさいゆ
Persian (language),ぺるしあご
Farsi,ぺるしあご
Persian person,ぺるしあじん
Persian Wars,ぺるしあせんそう
Persian cat,ぺるしあねこ
healthy,へるしー
Persian (language),ぺるしゃご
Farsi,ぺるしゃご
Persian carpet,ぺるしゃじゅうたん
Persian Wars,ぺるしゃせんそう
Persian cat,ぺるしゃねこ
Percheron,ぺるしゅろんしゅ
Helsinki,へるしんき
health,へるす
type of massage parlor (parlour),へるす
berceuse,べるすーず
health club,へるすくらぶ
health care,へるすけあ
personal trainer (和製: health care trainer),へるすけあとれーなー
fitness trainer,へるすけあとれーなー
health center,へるすせんたー
health centre,へるすせんたー
health club,へるすせんたー
health check,へるすちぇっく
health food,へるすふーど
bathroom scales (和製: health meter),へるすめーたー
Perseus,ぺるせうすざ
Perseids,ぺるせうすざりゅうせいぐん
berserker,べるせるかー
berserk,べるせるく
persona,ぺるそな
persona non grata,ぺるそなのんぐらーた
hertz (unit of frequency),へるつ
Hz,へるつ
heart (ger: Herz),へるつ
Herzegovina,へるつぇごびな
Hertzsprung-Russel diagram,へるつしゅぷるんぐらっせるず
HR diagram,へるつしゅぷるんぐらっせるず
Belt for western clothes,べると
belt printer,べるといんじそうち
belt pulley,べるとぐるま
belt conveyer,べるとこんべあー
belt conveyer,べるとこんべやー
weltschmerz,べるとしゅめるつ
belt drive,べるとでんどう
belt printer,べるとぷりんた
person with whom one communicates by pager,べるとも
hernia,へるにあ
Bernoulli,べるぬーい
helper,へるぱー
helper application,へるぱーあぷりけーしょん
helper cell,へるぱーさいぼう
helper T cell,へるぱーさいぼう
helper T cell,へるぱーてぃーさいぼう
helper cell,へるぱーてぃーさいぼう
helper program,へるぱぷろぐらむ
Versailles rose,べるばら
herpangina,へるぱんぎーな
help,へるぷ
hellfire,へるふぁいあ
Belfast,べるふぁすと
help screen,へるぷがめん
help function,へるぷきのう
help collection,へるぷこれくしょん
help desk,へるぷですく
help topics,へるぷとぴっく
help file,へるぷふぁいる
help message,へるぷめっせーじ
help menu,へるぷめにゅー
verbena,べるべーぬ
herpes,へるぺす
herpes virus,へるぺすういるす
herpesvirus,へるぺすういるす
Switzerland (Helvetia),へるべちあ
velvet,べるべっと
berberine,べるべりん
bellboy,べるぼーい
bell-bottom,べるぼとむ
bellbottom pants,べるぼとむぱんつ
bell mark,べるまーく
helm,へるむ
Permian period,ぺるむき
Helmholtz,へるむほるつ
Hermes,へるめす
bell metal,べるめたる
helmet,へるめっと
hard hat,へるめっと
protective headgear,へるめっと
vermouth,べるもっと
Berlin,べるりん
the Berlin Wall,べるりんのかべ
beret,べれー
Pele's hair (threads of volcanic glass formed in mid-air),ぺれーのけ
beret,べれーぼう
perestroika,ぺれすとろいか
pelletizing,ぺれたいじんぐ
Beretta (Italian firearm manufacturer),べれった
pellet,ぺれっと
Hellenism,へれにずむ
tongue,べろ
velours,べろあ
heroin,へろいん
bellows,べろーず
velociraptor,べろきらぷとる
velocity,べろしてぃ
velocity,べろしてぃー
verotoxin,べろどくそ
veronal,べろなーる
Peyronie's disease,ぺろにーびょう
completely exhausted,へろへろ
dog-tired,へろへろ
dreadfully weary,へろへろ
terribly frustrated,へろへろ
limp,へろへろ
weak,へろへろ
flimsy,へろへろ
licking,べろべろ
drunken,べろべろ
licking,ぺろぺろ
Peloponnesian War,ぺろぽねそすせんそう
Heron's formula,へろんのこうしき
Hero's formula,へろんのこうしき
drunken,べろんべろん
pen,ぺん
pen drawing,ぺんが
pen-and-ink drawing,ぺんが
writing or drawing in ink,ぺんがき
red iron oxide (dut: Bengala),べんがら
rouge,べんがら
leopard cat (Prionailurus bengalensis),べんがるやまねこ
leopard cat (Prionailurus bengalensis),べんがるやまねこ
paint (dut: pek),ぺんき
painting (houses, fences, etc.),ぺんきぬり
wet paint,ぺんきぬりたて
painter (of buildings, etc.),ぺんきや
penguin,ぺんぎん
PEN club,ぺんくらぶ
club for poets, play-wrights, essayists, editors, novelists,ぺんくらぶ
orpine (any plant of family Crassulaceae, esp. the garden stonecrop, Hylotelephium erythrostictum),べんけいそう
Crassulaceae (plant family),べんけいそうか
Crassulaceae (plant family),べんけいそうか
Henckels,へんける
pen computer,ぺんこんぴゅーた
pen nibs,ぺんさき
pen tray,ぺんざら
pen writing,ぺんじ
character written with a pen,ぺんじ
penholder,ぺんじく
pension (Western-style boardinghouse),ぺんしょん
pencil,ぺんしる
benzyladenine,べんじるあでにん
benzyl alcohol,べんじるあるこーる
pencil stripe,ぺんしるすとらいぷ
Pennsylvania,ぺんしるばにあ
Pennsylvania,ぺんしるべにあ
Pennsylvania Dutch,ぺんしるべにあ・だっち
Pennsylvania German,ぺんしるべにあ・だっち
Pennsylvania Dutch,ぺんしるべにあだっち
Pennsylvania German,ぺんしるべにあだっち
gasoline (ger: Benzin),べんじん
petrol,べんじん
Venn diagram,べんず
pence,ぺんす
benzaldehyde,べんずあるでひど
penstemon,ぺんすてもん
pentstemon,ぺんすてもん
beardtongue,ぺんすてもん
thoughts (fre: pensee),ぺんせ
benzene,べんぜん
benzene ring,べんぜんかく
benzene ring,べんぜんかん
benzene-sulfonic acid,べんぜんするほんさん
benzoyl group,べんぞいるき
benzene (ger: Benzol),べんぞーる
benzole,べんぞーる
benzopyrene,べんぞぴれん
benzofuran,べんぞふらん
Benson,べんそん
bender,べんだ
vendor,べんだ
bender,べんだー
vendor,べんだー
vendor-side,べんだがわ
callus on one's middle finger (from writing),ぺんだこ
pentagon,ぺんたごん
pentathlon,ぺんたすろん
pentazocine,ぺんたぞしん
Pentax,ぺんたっくす
pen-touch,ぺんたっち
pentatonic (scale),ぺんたとにっく
pentaprism,ぺんたぷりずむ
pen tablet,ぺんたぶれっと
venderization,べんだりぜーしょん
venderisation,べんだりぜーしょん
pentane,ぺんたん
pendant,ぺんだんと
combination of pendant and chain attachment,ぺんだんととっぷ
bench,べんち
pliers (和製: pinchers),ぺんち
bench warmer,べんちうぉーまー
bench seat,べんちしーと
bench press,べんちぷれす
benchmark,べんちまーく
benchmark test,べんちまーくしけん
benchmark task,べんちまーくたすく
benchmark test,べんちまーくてすと
venture,べんちゃ
bencher (baseball),べんちゃ
venture,べんちゃー
bencher (baseball),べんちゃー
venture business,べんちゃーきぎょう
venture capital,べんちゃーきゃぴたる
venture business,べんちゃーびじねす
Venturi tube,べんちゅりかん
ventilator,べんちれーたー
to be a bench polisher,べんちをあたためる
Benz,べんつ
vent,べんつ
Pentium (Intel processor),ぺんてぃあむ
Pentium ODP,ぺんてぃあむおーでぃーぴー
Pentium III,ぺんてぃあむすりー
Pentium II,ぺんてぃあむつー
Pentium II Xeon,ぺんてぃあむつーじーおん
Pentium Pro,ぺんてぃあむぷろ
bending,べんでぃんぐ
pending,ぺんでぃんぐ
vending machine,べんでぃんぐましーん
vent,べんと
bent,べんと
finger bending guitar technique,べんと
bend,べんど
pentose,ぺんとーす
benthos,べんとす
Vendobionta,べんどせいぶつ
bentonite,べんとないと
penthouse,ぺんとはうす
penthrite,ぺんとりっと
henna,へんな
penknife,ぺんないふ
light pen,ぺんににた
pen input,ぺんにゅうりょく
penne,ぺんね
pen-name,ぺんねーむ
hen party,へんぱーてぃー
the pen is mightier than the sword,ぺんはけんよりもつよし
Chinese male pigtail,べんぱつ
pen pal,ぺんぱる
hemp,へんぷ
Benford's law,べんふぉーどのほうそく
