ozone layer,おぞんそう
silicon (Si),けいそ
silicon steel,けいそこう
silicone resin,けいそじゅし
something carried (in the hand),けいたい
handheld,けいたい
mobile telephone,けいたい
cell phone,けいたい
cellphone novel,けいたいしょうせつ
silver cock's comb (Celosia argentea, esp. crested cock's comb, Celosia argentea var. cristata),けいとう
caper (Capparis spinosa),けいぱー
gay bar,げいばー
mobile phone number,けいばん
cave diving,けいぶだいびんぐ
gay boy,げいぼーい
game centre (和製: game center),げいむせんたー
game arcade,げいむせんたー
video arcade,げいむせんたー
penny arcade,げいむせんたー
gay lib(eration),げいりぶ
Gay-Lussac's law,げいりゅさっくのほうそく
keirin,けいりん
cycle racing event, usu. 2km with a paced start and sprint finish,けいりん
gale,げいる
to be unable to read the situation,けいわい
to be unable to pick up on the mood of a conversation (e.g. A and B are complaining about C, and D joins the conversation praising C),けいわい
cane,けいん
gain,げいん
Keynesianism,けいんずしゅぎ
KA9Q,けーえーないんきゅー
KO,けーおー
knock-out,けーおー
chaos,けーおす
cake,けーき
cake server,けーきさーばー
cake making,けーきづくり
to vomit,げーげー
pubococcygeal muscle,けーげる
Kegel muscle,けーげる
K56x2,けーごーろくえっくすつー
K56flex,けーごーろくふれっくす
cage,けーじ
gauge,げーじ
pressure gauge,げーじあつりょく
gauge glass,げーじがらす
K6,けーしっくす
gauge block,げーじぶろっく
Cajun,けーじゃん
Cajun food,けーじゃんりょうり
gauge boson,げーじりゅうし
gauge theory,げーじりろん
case,けーす
Computer-Aided Software Engineering,けーす
CASE,けーす
chassis ground (和製: case earth),けーすあーす
frame ground,けーすあーす
case conference,けーすかんふぁれんす
Ge'ez (language),げえずご
Ge'ez (language),げーずご
case study,けーすすたでぃ
case study,けーすすたでぃー
case-sensitive,けーすせんしてぃぶ
case-by-case,けーすばいけーす
casebook,けーすぶっく
case management,けーすまねーじめんと
case method,けーすめそっど
caseworker,けーすわーかー
casework,けーすわーく
game center,げーせん
game centre,げーせん
caisson,けーそん
caisson method,けーそんこうほう
caisson disease,けーそんびょう
something carried (in the hand),けーたい
handheld,けーたい
mobile telephone,けーたい
cell phone,けーたい
cellphone novel,けーたいしょうせつ
catering,けーたりんぐ
catering service,けーたりんぐさーびす
Godel (Goedel),げーでる
gate,げーと
logic element,げーと
gate array,げーとあれい
entering the starting gate (和製: gate in),げーといん
gateway,げーとうぇい
gateway service,げーとうぇいさーびす
gateway,げーとうぇー
gateway,げーとうえー
gateway switch,げーとうぇーこうかんき
gate circuit,げーとかいろ
gate ball (game similar to croquet),げーとぼーる
gaiter (fre: guetre),げーとる
spat,げーとる
spats,げーとる
quena (Andean flute),けーな
caper (Capparis spinosa),けーぱー
capability,けーぱびりてぃ
mobile phone number,けーばん
mobile phone number,けーばん
caving,けーびんぐ
cave,けーぶ
cape,けーぷ
K5,けーふぁいぶ
Cape penguin,けーぷぺんぎん
African penguin,けーぷぺんぎん
blackfooted penguin,けーぷぺんぎん
jackass penguin (Spheniscus demersus),けーぷぺんぎん
cable,けーぶる
cable assembly,けーぶるあせんぶり
cable internet,けーぶるいんたーねっと
gable window,げーぶるういんどー
cable operator,けーぶるおぺれーた
cable car,けーぶるかー
cable kit,けーぶるきっと
cabling kit,けーぶるきっと
cable clamp,けーぶるくらんぷ
cable connector,けーぶるこねくた
global service provider,けーぶるさーびすぷろばいだ
cable select,けーぶるせれくと
cable television,けーぶるてぃーびー
cable television,けーぶるてれび
cable television,けーぶるてれびじょん
arrangement of cables and ground wires,けーぶるとあーすせんのはいち
recabling,けーぶるのさいこうじ
cable cut,けーぶるのせつだん
cabling diagram,けーぶるはいせんず
cable matcher,けーぶるまっちゃー
cable manager,けーぶるまねーじゃ
cable modem,けーぶるもでむ
cable router,けーぶるるーた
cable release,けーぶるれりーず
gamer (someone who plays a game),げーまー
Cayman (islands),けーまんしょとう
game,げーむ
game over,げーむおーばー
the game is over,げーむおーばー
game all,げーむおーる
game count,げーむかうんと
console,げーむき
game console,げーむき
game machine,げーむき
gaming machine,げーむき
emulator,げーむきえみゅれーた
game control adapter,げーむこんとろーるあだぷた
distance in the standings between two teams expressed as the difference in number of games won or lost (baseball),げーむさ
game and set,げーむせっと
game over,げーむせっと
game centre (和製: game center),げーむせんたー
game arcade,げーむせんたー
video arcade,げーむせんたー
penny arcade,げーむせんたー
game software,げーむそふと
game theory,げーむのりろん
theory of games,げーむのりろん
game point,げーむぽいんと
game port,げーむぽーと
game maker,げーむめーかー
theory of games,げーむりろん
Gay-Lussac's law,げーりゅさっくのほうそく
kale,けーる
Gaelic (language),げーるご
geopolitic,げおぽりてぃーく
geopolitics,げおぽりてぃーく
crosshatching,けかあみ
wounded or injured person,けがにん
mucor,けかび
flock from a vine-seed weed, used for face powder, and believed to promote desire and happiness,けさらんぱさらん
Gestapo (ger: Geheime Staatspolizei),げしゅたぽ
gestalt,げしゅたると
Gestalt psychology,げしゅたるとしんりがく
guest,げすと
guest ID,げすとあいでぃー
guest Operating System,げすとおーえす
guest computer,げすとこんぴゅーた
guesthouse,げすとはうす
guest member,げすとめんばー
guest room,げすとるーむ
What will be, will be (spa: que sera, sera),けせらせら
flock from a vine-seed weed, used for face powder, and believed to promote desire and happiness,けせらんぱせらん
society,げぜるしゃふと
gesellschaft,げぜるしゃふと
trombiculid mite (any mite of family Trombiculidae),けだに
ketamine,けたみん
stingy,けちけち
tightfisted,けちけち
miserly,けちけち
to find fault with,けちつける
to rain on one's parade,けちつける
to nitpick,けちつける
to quibble,けちつける
someone who loves ketchup,けちゃっぱー
ketchup,けちゃっぷ
catsup,けちゃっぷ
Quechua (people),けちゅあ
Quecha,けちゅあ
Quichua,けちゅあ
Quechua (people),けちゅあぞく
Quecha,けちゅあぞく
Quichua,けちゅあぞく
to be stingy,けちる
to scrimp,けちる
to find fault with,けちをつける
to rain on one's parade,けちをつける
to nitpick,けちをつける
to quibble,けちをつける
exclamation of surprised disappointment, disgust, or worry (yuck, ick, ack, eeew, crap!, blech, gross),げっ
resplendent quetzal (Pharomachrus mocinno),けつぁーる
bay laurel (Laurus nobilis),げっけいじゅ
bay tree,げっけいじゅ
sweet bay,げっけいじゅ
laurel tree,げっけいじゅ
getter,げったー
ketch (two-masted vessel with a small mizzen),けっち
ketch rig,けっちりぐ
baseball double-play (和製: get two),げっつー
hinny,けってい
scoring a goal (point, etc.) (from get),げっと
shell ginger (Alpinia zerumbet),げっとう
ghetto,げっとー
get set,げっとせっと
baseball double-play (和製: get two),げっとつー
kettle,けっとる
caper (Capparis spinosa),けっぱー
Koechel number (catalogue of Mozart's music),けっへるばんごう
ketosis,けとーしす
ketose,けとーす
kettle,けとる
to get,げとる
ketone,けとん
ketone group,けとんき
ketonic acid,けとんさん
ketone body,けとんたい
polecat,けながいたち
fitch,けながいたち
Ryukyu long-haired rat (Diplothrix legata),けながねずみ
Kenya,けにあ
costume rehearsal (ger: Generalprobe),げねぷろ
Kennelly-Heaviside layer,けねりーへびさいどそう
kenotron,けのとろん
genome (ger: Genom),げのむ
genome project,げのむぷろじぇくと
genome analysis,げのむぶんせき
guenon (any Old World monkey of genus Cercopithecus),げのん
violence,げば
violent tactics used by political radicals,げば
kebab,けばぶ
Guevarista,げばりすた
violence (ger: Gewalt),げばると
violent tactics used by political radicals,げばると
cabin,けびん
cephalin (ger: Kephalin),けふぁりん
gefilte fish,げふぃるてふぃっしゅ
Cepheid variable,けふぇうすがたへんこうせい
Cepheus,けふぇうすざ
Keplerian telescope,けぷらーしきぼうえんきょう
Kepler's laws,けぷらーのほうそく
Quebec,けべっく
community,げまいんしゃふと
gemeinschaft,げまいんしゃふと
chemical,けみかる
chemical shoes,けみかるしゅーず
chemical pulp,けみかるぱるぷ
chemical heat pump,けみかるひーとぽんぷ
chemical lace,けみかるれーす
chemist,けみすと
chemistry,けみすとり
chemistry,けみすとりー
Japanese zelkova (species of elm-like tree, Zelkowa serrata),けやき
mole cricket (esp. the Oriental mole cricket, Gryllotalpa orientalis),けら
galley (tray used for printing),げら
galley proof,げら
galley proof,げらずり
gelada baboon,げらだひひ
gelada baboon,げらだひひ
keratin,けらちん
Kerama deer,けらまじか
Ryukyu sika (Cervus nippon keramae),けらまじか
vignetting (darkening of the perimeter of a photographic image),けられ
gray-headed lapwing (Microsarcops cinereus),けり
grey-headed lapwing,けり
gerrymander,げりまんだー
guerrilla,げりら
guerrilla warfare,げりらせん
guerrilla,げりらへい
surprise concert (和製: guerrilla live),げりららいぶ
gel (ger: Gel),げる
money (ger: Geld),げる
yurt (mon: gher),げる
Celt,けると
money (ger: Geld),げると
Celtic (language),けるとご
Celtic (branch of languages),けるとごは
cherubim,けるびむ
kelvin,けるびん
money-shortage crisis (ger: Geld, eng: pinch),げるぴん
kelp,けるぷ
Kerberos (computer security protocol),けるべろす
germanium (Ge),げるまにうむ
germane,げるまん
Germanic (branch of languages),げるまんごは
Germanic peoples,げるまんじん
kelmet alloy,けるめっと
Koeln,けるん
Cologne,けるん
cairn,けるん
guernsey,げるんじー
grain (1-7000 of a pound, approx. 64.80 mg),げれいん
grain (1-7000 of a pound, approx. 64.80 mg),げれーん
creosote,けれおそーと
Ceres (dwarf planet),けれす
Ceres (Roman goddess of agriculture),けれす
credo,けれど
scraping,けれん
ski slope (ger: Gelaende),げれんで
keloid,けろいど
ribbit (frog sound),けろけろ
ribbit (frog sound),げろげろ
to croak (e.g. like a frog),げろげろなく
kerosene,けろしん
to throw up,げろをはく
to spew,げろをはく
gene (ger: Gen),げん
diving beetle,げんごろう
Japanese predacious diving beetle (Cybister japonicus),げんごろう
Centaurus,けんたうるすざ
Centaur (gre: Kentauros),けんたうろす
Kentucky,けんたっきー
gentian (esp. the great yellow gentian, Gentiana lutea) (lat: gentiana),げんちあな
Kentucky Fried Chicken,けんちき
Gentzen,げんつぇん
Kent paper,けんとし
wearily,げんなり
dejectedly,げんなり
kennel,けんねる
Thunberg's geranium (Geranium thunbergii),げんのしょうこ
Cambridge,けんぶりっじ
Cambridge school (of economics),けんぶりっじがくは
Japanese raisin tree,けんぽなし
hovenia dulcis,けんぽなし
cyclops (any minute crustacean of genus Cyclops),けんみじんこ
Kenya,けんや
core,こあ
gored skirt,ごあーどすかーと
core curriculum,こあかりきゅらむ
coaxial cable,こあきしゃるけーぶる
coaxial loudspeaker,こあきしゃるすぴーかー
core technology,こあぎじゅつ
core diameter (of a fiber),こあけい
