Sakhalin,さはりん
second life (esp. that of a retiree),せかんどらいふ
SecondLife (online virtual world),せかんどらいふ
second run,せかんどらん
sextant,せきすたんと
China pink (species of flower, Dianthus chinensis),せきちく
secure,せきゅあ
secure hash algorithm,せきゅあはっしゅあるごりずむ
secure bit,せきゅあびっと
securitization,せきゅりたいぜーしょん
security,せきゅりてぃ
security ID,せきゅりてぃあいでぃー
security,せきゅりてぃー
security hole,せきゅりてぃーほーる
security police,せきゅりてぃーぽりす
security management,せきゅりてぃかんり
security context,せきゅりてぃこんてきすと
security system,せきゅりてぃしすてむ
security file,せきゅりてぃふぁいる
security principal,せきゅりてぃぷりんしぱる
security protocol,せきゅりてぃぷろとこる
security hole,せきゅりてぃほーる
security host,せきゅりてぃほすと
bodyguard for VIPs (和製: security police),せきゅりてぃぽりす
security risk,せきゅりてぃりすく
security log,せきゅりてぃろぐ
any bird of family Motacillidae (excluding the pipits),せきれい
wagtail,せきれい
longclaw,せきれい
Segway (motorized personal vehicle),せぐうぇい
Segway (motorized personal vehicle),せぐうえー
segue (proceeding without interruption in music, etc.),せぐえ
sexy,せくしぃ
sexy,せくしー
sexist,せくしすと
sexism,せくしずむ
sexuality,せくしゃりてぃ
sexual,せくしゃる
sexual harrassment,せくしゃるはらすめんと
sexual harassment,せくしゃるはらすめんと
sexuality,せくしゅありてぃ
sexuality,せくしゅありてぃー
sexual,せくしゅある
sexual harrassment,せくしゅあるはらすめんと
sexual harassment,せくしゅあるはらすめんと
sectionalism,せくしょなりずむ
sectioning,せくしょにんぐ
section,せくしょん
section,せくしょんくかく
section paper,せくしょんぺーぱー
sexy,せくすぃ
sextant,せくすたんと
sextet,せくすてっと
sextette,せくすてっと
sector,せくた
sector,せくたー
sectored antenna,せくたあんてな
data field of a sector,せくたのでーたりょういき
sect,せくと
sexual harassment,せくはら
sex friend,せくふれ
segmentation,せぐめんてーしょん
segment,せぐめんと
segment addressing,せぐめんとあどれっしんぐ
segmentation,せぐめんとか
segment attributes,せぐめんとぞくせい
segment table,せぐめんとてーぶる
segment transformation,せぐめんとへんかん
segment priority,せぐめんとゆうせんど
secretary,せくれたりー
secretin,せくれちん
herring gull (Larus argentatus),せぐろかもめ
Japanese wagtail (Motacilla grandis),せぐろせきれい
sequoia,せこいあ
redwood,せこいあ
giant sequoia (Sequoiadendron giganteum) (lat: Sequoiadendron),せこいあでんどろん
giant redwood,せこいあでんどろん
secondhand,せこはん
secondary,せこんだりー
second,せこんど
secondhand,せこんどはんど
sesame,せさみ
Centigrade,せし
Celsius,せし
cesium (Cs),せしうむ
cesium atomic clock,せしうむげんしどけい
Cesium 137 (Caesium),せしうむひゃくさんじゅうしち
Cesium 137 (Caesium),せしうむひゃくさんじゅうしち
sediment,せじめんと
sludge,せじめんと
session,せしょん
session-connection synchronization,せしょんこねくしょんどうき
session service user,せしょんさーびすりようしゃ
SS-user,せしょんさーびすりようしゃ
session lifetime,せしょんせいぞんきかん
session protocol machine,せしょんぷろとこるきかい
SPM,せしょんぷろとこるきかい
session leader,せしょんりーだ
CES,せす
Jesuit,ぜすいっと
gesture,ぜすちゃー
gesture,ぜすちゅあ
secession,せせっしょん
season (fre: saison),せぞん
zetta-,ぜた
10^21,ぜた
sedan,せだん
cetane number,せたんか
secession,ぜつぇしおん
secession,ぜつぇっしょん
zitting cisticola (Cisticola juncidis),せっか
fan-tailed warbler,せっか
sexual intercourse,せっくす
sex appeal,せっくすあぴーる
sex industry,せっくすさんぎょう
sex symbol,せっくすしんぼる
sexual technique,せっくすて
sexual technique,せっくすてくにっく
sex friend,せっくすふれんど
someone with whom one is not romantically involved but frequently has sexual relations with anyway,せっくすふれんど
cloth bib with number or logo worn by athletes, etc. (e.g. over their shirts) (ger: Decken),ぜっけん
session,せっしょん
jam session,せっしょん
jam,せっしょん
session selector,せっしょんせれくた
session layer,せっしょんそう
setter (dog type),せったー
settlement,せっつるめんと
setting,せってぃんぐ
set,せっと
set meal,せっと
set upper,せっとあっぱー
setup,せっとあっぷ
setup.exe,せっとあっぷえぐぜ
setup time,せっとあっぷじかん
setup time,せっとあっぷたいむ
setup procedure,せっとあっぷてつづき
SETUP message,せっとあっぷめっせーじ
set-in sleeve,せっといんすりーぶ
set scrum,せっとすくらむ
set-top (box, device),せっととっぷ
set-top box,せっととっぷぼっくす
Z80,ぜっとはちまる
set-back,せっとばっく
bundle,せっとはんばい
ZV PORT,ぜっとぶいぽーと
set play,せっとぷれー
set point (tennis, volley-ball, etc.),せっとぽいんと
set position (baseball),せっとぽじしょん
manufacturer of assembled products (和製: set maker),せっとめーかー
set menu,せっとめにゅー
ZMODEM,ぜっともでむ
setting lotion,せっとろーしょん
settlement,せつるめんと
earthenware,せともの
crockery,せともの
china,せともの
common mallow (Malva sylvestris var. mauritiana),ぜにあおい
harbor seal (Phoca vitulina),ぜにがたあざらし
harbour seal,ぜにがたあざらし
common seal,ぜにがたあざらし
senor,せにょーる
senega (species of milkwort, Polygala senega),せねが
dried senega root,せねがこん
Senegal,せねがる
general contractor,ぜねこん
major construction contractor,ぜねこん
general strike,ぜねすと
generalist,ぜねらりすと
general,ぜねらる
general contractor,ぜねらるこんとらくた
major construction contractor,ぜねらるこんとらくた
general contractor,ぜねらるこんとらくたー
general staff,ぜねらるすたっふ
general strike,ぜねらるすとらいき
general merchandise store,ぜねらるまーちゃんだいずすとあ
general manager,ぜねらるまねーじゃー
general union,ぜねらるゆにおん
generation,ぜねれーしょん
xenotime,ぜのたいむ
Zeno's paradoxes,ぜのんのぎゃくせつ
shepherd,せぱーど
Zephaniah (book of the Bible),ぜぱにやしょ
separate,せぱれいと
separator,せぱれーた
separates,せぱれーつ
separate,せぱれーと
separate addressing,せぱれーとあどれっしんぐ
separate course,せぱれーとこーす
two-piece swimming suit (not bikini style),せぱれーとみずぎ
sepia,せぴあ
sepia (colour, color),せぴあいろ
business suit,せびろ
zebu,ぜぶ
zephyr,ぜふぁー
Zephaniah (book of the Bible),ぜふぁにやしょ
Sephardim (Jews of Spanish or Portuguese descent),せふぁるでぃむ
cephalosporin,せふぁろすぽりん
zebu,ぜぶー
cefotaxime,せふぉたきしむ
September,せぷてんばー
zepto-,ぜぷと
10^-21,ぜぷと
Septuagint (lat: Septuaginta),せぷとぅあぎんた
zebra,ぜぶら
zebra crossing,ぜぶらぞーん
zebra zone,ぜぶらぞーん
sex friend (someone with whom one is not romantically involved but frequently has sexual relations with anyway),せふれ
seven,せぶん
Seven-Eleven,せぶんいれぶん
seventeen,せぶんてぃーん
seventeen (years old),せぶんてぃーん
Sepoy Mutiny,せぽいのはんらん
savory,せぼりー
savoury,せぼりー
semaphore,せまふぉ
semaphore,せまふぉあ
Semang (Negrito ethnic group of the Malay Peninsula),せまん
Semang people (Negrito ethnic group of the Malay Peninsula),せまんぞく
semantics,せまんてぃくす
semantic,せまんてぃっく
semantic web,せまんてぃっくうぇぶ
semantic error,せまんてぃっくえらー
semantics,せまんてぃっくす
semantic differential method,せまんてぃっくでぃふぁれんしゃるほう
cicada,せみ
locust,せみ
seminar,ぜみ
semiology,せみおろじー
North Pacific right whale (Eubalaena japonica),せみくじら
semicolon,せみころん
semiconductor,せみこんだくた
semi-steel,せみすちーる
semi-tight (skirt),せみたいと
semi-double bed,せみだぶるべっど
three-quarter bed,せみだぶるべっど
semi-documentary,せみどきゅめんたりー
semidry sausage,せみどらいそーせーじ
seminar,せみな
seminar,せみなー
seminar,せみなーる
seminar,ぜみなーる
seminary,せみなりー
semi-nude,せみぬーど
semifinals,せみふぁいなる
semiformal,せみふぉーまる
semiprofessional,せみぷろ
Oriental flying gurnard (Dactyloptena orientalis),せみほうぼう
shoulder length hair (和製: semi long),せみろんぐ
clip,ぜむくりっぷ
Semitic (branch of languages),せむごは
Semite (speaker of a semitic language, esp. Jews and Arabs),せむじん
Semites,せむぞく
Cemedine (glue, adhesive),せめだいん
cementite,せめんたいと
cementation,せめんてーしょん
cement,せめんと
cement,せめんとしつ
cement mortar,せめんともるたる
semolina,せもりな
sera,せら
seller,せらー
cellar,せらー
cerrado,せらーど
Serratia marcescens,せらちあきん
gelatin,ぜらちん
gelatine,ぜらちん
gelatin paper,ぜらちんぺーぱー
shellac,せらっく
geranium (usu. a cultivated pelargonium),ぜらにうむ
therapy,せらぴー
therapy dog,せらぴーどっぐ
therapist,せらぴすと
seraphim,せらぴむ
seraphim,せらひん
ceramic,せらみっく
ceramic engine,せらみっくえんじん
ceramics,せらみっくす
ceramide,せらみど
Java water dropwort (Oenanthe javanica),せり
Japanese parsley,せり
celiac disease,せりあっく
celiac disease,せりあっくびょう
coeliac disease,せりあっくびょう
cereal,せりある
sherry,せりー
jelly,ぜりー
Central League,せりーぐ
jelly beans,ぜりーびーんず
jellybeans,ぜりーびーんず
jelly bean,ぜりーびーんず
jellybean,ぜりーびーんず
cerium (Ce),せりうむ
Celica,せりか
Apiaceae (parsley family of plants),せりか
Umbelliferae,せりか
sericin,せりしん
serif,せりふ
speech,せりふ
words,せりふ
one's lines,せりふ
remarks,せりふ
the order Apiales (plant),せりもく
serine,せりん
cell,せる
serge,せる
cell inter-arrival time,せるあいだのとうちゃくじかん
cell animation,せるあにめーしょん
cell encapsulation,せるか
conversion into cells,せるか
animation cel (from an animated movie),せるが
encapsulation delay,せるかちえん
cell assembly and disassembly,せるくみたてぶんかい
cell switching,せるこうかん
cellular phone,せるしきでんわ
cell processing,せるしょり
selsyn motor,せるしんもーたー
cell switching,せるすいっちんぐ
cell switching capacity,せるすいっちんぐようりょう
cell scrambling,せるすくらんぶる
cell loss,せるそんしつ
cell loss ratio,せるそんしつひ
cell loss priority,せるそんしつぷらいおりてぃ
CLP,せるそんしつぷらいおりてぃ
cell loss priority,せるそんしつゆせんけん
cell loss rate,せるそんしつりつ
celtuce,せるたす
cell delay variation,せるちえんへんどう
CDV,せるちえんへんどう
with a self-starter,せるつき
Celtic (esp. football club),せるてぃっく
Celt,せると
cell discarding,せるはいき
cell loss rate,せるはいきりつ
cell array,せるはいれつ
cell path,せるばす
cell buffer,せるばっふぁ
Serbia,せるびあ
Serbian,せるびあじん
selvage (traditional method of denim weaving),せるびっち
self,せるふ
captive screw (和製: self up),せるふあっぷねじ
chervil (fre: cerfeuil),せるふぃーゆ
self-image,せるふいめーじ
self-esteem,せるふえすてぃーむ
self-care,せるふけあ
self-control,せるふこんとろーる
self-service,せるふさーびす
self-service gasoline station (和製: self stand),せるふすたんど
